"number","eventid","iyear","imonth","iday","nkill","nwound","country_txt"
"1056",201209090023,2012,9,9,2,3,"Iraq"
"1057",201209090024,2012,9,9,1,1,"Iraq"
"1058",201209090025,2012,9,9,3,21,"Iraq"
"1059",201209090026,2012,9,9,2,7,"Iraq"
"1060",201209090027,2012,9,9,2,2,"Iraq"
"1061",201209090028,2012,9,9,2,7,"Iraq"
"1062",201209090029,2012,9,9,0,3,"Iraq"
"1063",201209090031,2012,9,9,0,4,"Iraq"
"1064",201209090032,2012,9,9,5,0,"Iraq"
"1065",201209090033,2012,9,9,0,0,"Iraq"
"1066",201209090034,2012,9,9,0,10,"Iraq"
"1067",201209090035,2012,9,9,2,20,"Iraq"
"1068",201209090048,2012,9,9,1,4,"Iraq"
"1069",201209090049,2012,9,9,0,4,"Iraq"
"1070",201209090050,2012,9,9,2,8,"Iraq"
"1071",201209110004,2012,9,11,12,12,"Yemen"
"1072",201209110022,2012,9,11,2,0,"Yemen"
"1073",201209120005,2012,9,12,0,0,"Yemen"
"1074",201209140013,2012,9,14,0,0,"Yemen"
"1075",201209160024,2012,9,16,3,0,"Yemen"
"1076",201209160025,2012,9,16,1,6,"Yemen"
"1077",201209180021,2012,9,18,2,3,"Yemen"
"1078",201209220001,2012,9,22,1,4,"Yemen"
"1079",201209240005,2012,9,24,1,0,"Yemen"
"1080",201209240016,2012,9,25,0,0,"Yemen"
"1081",201209260010,2012,9,26,7,15,"Yemen"
"1082",201209270002,2012,9,27,3,0,"Yemen"
"1083",201209270004,2012,9,27,13,34,"Iraq"
"1084",201209290005,2012,9,29,3,7,"Yemen"
"1085",201209300006,2012,9,30,3,11,"Iraq"
"1086",201209300007,2012,9,30,2,7,"Iraq"
"1087",201209300008,2012,9,30,2,7,"Iraq"
"1088",201209300009,2012,9,30,2,7,"Iraq"
"1089",201209300010,2012,9,30,2,7,"Iraq"
"1090",201209300011,2012,9,30,2,7,"Iraq"
"1091",201209300012,2012,9,30,6,6,"Iraq"
"1092",201209300013,2012,9,30,1,5,"Iraq"
"1093",201209300014,2012,9,30,1,4,"Iraq"
"1094",201209300015,2012,9,30,0,4,"Iraq"
"1095",201209300016,2012,9,30,2,4,"Iraq"
"1096",201209300017,2012,9,30,1,6,"Iraq"
"1097",201209300018,2012,9,30,0,1,"Iraq"
"1098",201209300019,2012,9,30,2,7,"Iraq"
"1099",201210020016,2012,10,2,0,0,"Yemen"
"1100",201210030020,2012,10,3,2,3,"Yemen"
"1101",201210060005,2012,10,6,0,0,"Yemen"
"1102",201210090024,2012,10,9,4,0,"Yemen"
"1103",201210100003,2012,10,10,3,0,"Yemen"
"1104",201210110008,2012,10,11,1,0,"Yemen"
"1105",201210130011,2012,10,13,0,1,"Yemen"
"1106",201210150017,2012,10,15,0,0,"Yemen"
"1107",201210160012,2012,10,16,1,0,"Yemen"
"1108",201210160013,2012,10,16,4,5,"Yemen"
"1109",201210180018,2012,10,18,2,0,"Algeria"
"1110",201210190011,2012,10,19,22,15,"Yemen"
"1111",201210200026,2012,10,20,0,7,"Yemen"
"1112",201210230013,2012,10,23,1,0,"Yemen"
"1113",201210250002,2012,10,25,2,0,"Yemen"
"1114",201210270002,2012,10,27,5,12,"Iraq"
"1115",201210270003,2012,10,27,23,NA,"Iraq"
"1116",201210270004,2012,10,27,7,0,"Iraq"
"1117",201210270005,2012,10,27,8,25,"Iraq"
"1118",201210270006,2012,10,27,1,3,"Iraq"
"1119",201210270007,2012,10,27,1,2,"Iraq"
"1120",201210270008,2012,10,27,3,0,"Iraq"
"1121",201210270009,2012,10,27,2,4,"Iraq"
"1122",201210270010,2012,10,27,0,6,"Iraq"
"1123",201210270011,2012,10,27,0,7,"Iraq"
"1124",201210270012,2012,10,27,0,0,"Iraq"
"1125",201210270023,2012,10,27,0,0,"Iraq"
"1126",201210270043,2012,10,27,1,5,"Iraq"
"1127",201210280005,2012,10,28,10,28,"Iraq"
"1128",201210280007,2012,10,28,NA,NA,"Iraq"
"1129",201210280008,2012,10,28,NA,NA,"Iraq"
"1130",201210280018,2012,10,28,1,5,"Iraq"
"1131",201210280019,2012,10,28,1,5,"Iraq"
"1132",201210300001,2012,10,30,0,0,"Yemen"
"1133",201211020003,2012,11,2,1,0,"Yemen"
"1134",201211050002,2012,11,5,2,NA,"Saudi Arabia"
"1135",201211060010,2012,11,6,29,40,"Iraq"
"1136",201211080006,2012,11,8,0,0,"Yemen"
"1137",201211090016,2012,11,9,0,0,"Yemen"
"1138",201211130010,2012,11,13,0,0,"Yemen"
"1139",201211140007,2012,11,14,5,16,"Iraq"
"1140",201211160003,2012,11,16,5,4,"Yemen"
"1141",201211200020,2012,11,20,0,0,"Yemen"
"1142",201211240004,2012,11,24,3,9,"Yemen"
"1143",201211250006,2012,11,25,0,0,"Yemen"
"1144",201211280007,2012,11,28,2,0,"Yemen"
"1145",201211290006,2012,11,29,1,0,"Yemen"
"1146",201212020012,2012,12,2,0,0,"Yemen"
"1147",201212030020,2012,12,3,0,3,"Yemen"
"1148",201212080045,2012,12,8,8,0,"Yemen"
"1149",201212090022,2012,12,9,0,0,"Yemen"
"1150",201212100018,2012,12,10,0,1,"Yemen"
"1151",201212110001,2012,12,11,1,0,"Yemen"
"1152",201212120028,2012,12,12,0,5,"Iraq"
"1153",201212140001,2012,12,14,0,0,"Yemen"
"1154",201212160015,2012,12,16,0,0,"Yemen"
"1155",201212170007,2012,12,17,1,0,"Yemen"
"1156",201212210007,2012,12,21,0,0,"Yemen"
"1157",201212290002,2012,12,29,1,0,"Yemen"
"1158",201212310003,2012,12,31,3,2,"Iraq"
"1159",201212310004,2012,12,31,2,1,"Iraq"
"1160",201212310005,2012,12,31,2,1,"Iraq"
"1161",201212310006,2012,12,31,2,17,"Iraq"
"1162",201212310007,2012,12,31,5,16,"Iraq"
"1163",201212310008,2012,12,31,0,3,"Iraq"
"1164",201212310009,2012,12,31,1,3,"Iraq"
"1165",201212310010,2012,12,31,1,2,"Iraq"
"1166",201212310011,2012,12,31,4,0,"Iraq"
"1167",201212310012,2012,12,31,5,6,"Iraq"
"1168",201212310014,2012,12,31,0,2,"Iraq"
"1169",201212310015,2012,12,31,2,16,"Iraq"
"1170",201212310016,2012,12,31,4,0,"Iraq"
"1171",201212310017,2012,12,31,2,0,"Iraq"
"1172",201212310018,2012,12,31,0,6,"Iraq"
"1173",201212310019,2012,12,31,0,4,"Iraq"
"1174",201212310024,2012,12,31,1,0,"Iraq"
"1175",201212310025,2012,12,31,3,0,"Iraq"
"1176",201212310027,2012,12,31,0,0,"Iraq"
"1177",201301030011,2013,1,3,0,2,"Yemen"
"1178",201301040026,2013,1,4,NA,NA,"Yemen"
"1179",201301080033,2013,1,8,0,0,"Yemen"
"1180",201301100006,2013,1,10,1,2,"Yemen"
"1181",201301150001,2013,1,15,4,4,"Iraq"
"1182",201301150002,2013,1,15,2,5,"Iraq"
"1183",201301150018,2013,1,15,1,1,"Iraq"
"1184",201301160009,2013,1,16,0,2,"Iraq"
"1185",201301160010,2013,1,16,1,0,"Yemen"
"1186",201301160012,2013,1,16,18,90,"Iraq"
"1187",201301160013,2013,1,16,3,28,"Iraq"
"1188",201301160014,2013,1,16,5,40,"Iraq"
"1189",201301160015,2013,1,16,3,0,"Iraq"
"1190",201301160016,2013,1,16,2,0,"Iraq"
"1191",201301160017,2013,1,16,1,0,"Iraq"
"1192",201301160018,2013,1,16,0,5,"Iraq"
"1193",201301160019,2013,1,16,2,9,"Iraq"
"1194",201301160020,2013,1,16,NA,NA,"Iraq"
"1195",201301160021,2013,1,16,1,0,"Iraq"
"1196",201301160025,2013,1,16,0,3,"Iraq"
"1197",201301160026,2013,1,16,1,4,"Iraq"
"1198",201301160027,2013,1,16,0,3,"Iraq"
"1199",201301170007,2013,1,17,6,36,"Iraq"
"1200",201301170008,2013,1,17,5,36,"Iraq"
"1201",201301170009,2013,1,17,1,16,"Iraq"
"1202",201301170010,2013,1,17,5,10,"Iraq"
"1203",201301170011,2013,1,17,2,2,"Iraq"
"1204",201301170012,2013,1,17,1,1,"Iraq"
"1205",201301170013,2013,1,17,1,1,"Iraq"
"1206",201301170014,2013,1,17,1,0,"Iraq"
"1207",201301170015,2013,1,17,0,0,"Iraq"
"1208",201301170016,2013,1,17,3,0,"Iraq"
"1209",201301170017,2013,1,17,3,0,"Iraq"
"1210",201301170018,2013,1,17,2,2,"Iraq"
"1211",201301170021,2013,1,17,NA,NA,"Iraq"
"1212",201301170035,2013,1,17,0,1,"Iraq"
"1213",201301230001,2013,1,23,43,75,"Iraq"
"1214",201301230018,2013,1,23,1,2,"Yemen"
"1215",201301250004,2013,1,25,0,0,"Yemen"
"1216",201301270010,2013,1,27,2,7,"Algeria"
"1217",201301280001,2013,1,28,7,9,"Yemen"
"1218",201301280002,2013,1,28,6,7,"Yemen"
"1219",201301280003,2013,1,28,3,0,"Yemen"
"1220",201301290016,2013,1,29,0,0,"Yemen"
"1221",201302020033,2013,2,2,9,6,"Yemen"
"1222",201302030002,2013,2,3,36,70,"Iraq"
"1223",201302040014,2013,2,4,4,0,"Iraq"
"1224",201302050004,2013,2,5,5,12,"Iraq"
"1225",201302050008,2013,2,5,0,0,"Yemen"
"1226",201302060024,2013,2,6,NA,NA,"Algeria"
"1227",201302060025,2013,2,6,2,9,"Algeria"
"1228",201302070020,2013,2,7,0,3,"Yemen"
"1229",201302100034,2013,2,10,0,2,"Yemen"
"1230",201302110035,2013,2,11,1,4,"Iraq"
"1231",201302120025,2013,2,12,0,3,"Yemen"
"1232",201302130009,2013,2,13,0,0,"Yemen"
"1233",201302160006,2013,2,16,4,0,"Iraq"
"1234",201302170005,2013,2,17,4,11,"Iraq"
"1235",201302170006,2013,2,17,4,10,"Iraq"
"1236",201302170007,2013,2,17,4,10,"Iraq"
"1237",201302170008,2013,2,17,4,10,"Iraq"
"1238",201302170009,2013,2,17,4,10,"Iraq"
"1239",201302170010,2013,2,17,4,10,"Iraq"
"1240",201302170011,2013,2,17,4,10,"Iraq"
"1241",201302170012,2013,2,17,3,10,"Iraq"
"1242",201302170013,2013,2,17,3,10,"Iraq"
"1243",201302170014,2013,2,17,3,10,"Iraq"
"1244",201302230003,2013,2,23,3,7,"Iraq"
"1245",201302240019,2013,2,24,2,0,"Yemen"
"1246",201302260004,2013,2,26,4,15,"Iraq"
"1247",201302260010,2013,2,26,0,0,"Yemen"
"1248",201302280003,2013,2,28,10,30,"Iraq"
"1249",201302280004,2013,2,28,9,10,"Iraq"
"1250",201303010004,2013,3,1,5,50,"Iraq"
"1251",201303040001,2013,3,4,6,12,"Iraq"
"1252",201303040002,2013,3,4,57,7,"Iraq"
"1253",201303040013,2013,3,4,13,15,"Yemen"
"1254",201303040031,2013,3,4,13,16,"Yemen"
"1255",201303070029,2013,3,7,1,0,"Yemen"
"1256",201303100039,2013,3,9,0,0,"Yemen"
"1257",201303140001,2013,3,14,8,13,"Iraq"
"1258",201303140002,2013,3,14,8,13,"Iraq"
"1259",201303140003,2013,3,14,8,12,"Iraq"
"1260",201303140004,2013,3,14,8,12,"Iraq"
"1261",201303140014,2013,3,14,2,0,"Iraq"
"1262",201303150006,2013,3,15,9,2,"Iraq"
"1263",201303190004,2013,3,19,4,0,"Iraq"
"1264",201303190005,2013,3,19,7,21,"Iraq"
"1265",201303190006,2013,3,19,6,15,"Iraq"
"1266",201303190007,2013,3,19,2,8,"Iraq"
"1267",201303190008,2013,3,19,3,7,"Iraq"
"1268",201303190009,2013,3,19,2,11,"Iraq"
"1269",201303190023,2013,3,19,4,7,"Iraq"
"1270",201303190024,2013,3,19,3,10,"Iraq"
"1271",201303190025,2013,3,19,5,0,"Iraq"
"1272",201303190026,2013,3,19,2,5,"Iraq"
"1273",201303190027,2013,3,19,4,4,"Iraq"
"1274",201303190028,2013,3,19,0,4,"Iraq"
"1275",201303190029,2013,3,19,5,27,"Iraq"
"1276",201303190030,2013,3,19,5,10,"Iraq"
"1277",201303190031,2013,3,19,1,7,"Iraq"
"1278",201303190034,2013,3,19,0,10,"Iraq"
"1279",201303190035,2013,3,19,1,4,"Iraq"
"1280",201303190038,2013,3,19,6,0,"Iraq"
"1281",201303190039,2013,3,19,0,0,"Iraq"
"1282",201303190040,2013,3,19,0,0,"Iraq"
"1283",201303200024,2013,3,20,0,0,"Yemen"
"1284",201303200027,2013,3,19,0,0,"Yemen"
"1285",201303220025,2013,3,22,NA,0,"Yemen"
"1286",201303240027,2013,3,24,NA,NA,"Yemen"
"1287",201303260002,2013,3,26,0,1,"Yemen"
"1288",201303280036,2013,3,28,2,3,"Yemen"
"1289",201303300007,2013,3,30,1,1,"Mali"
"1290",201303300032,2013,3,30,26,NA,"Mali"
"1291",201304010003,2013,4,1,3,NA,"Iraq"
"1292",201304030018,2013,4,3,1,4,"Algeria"
"1293",201304030019,2013,4,3,0,0,"Algeria"
"1294",201304040011,2013,4,4,0,3,"Yemen"
"1295",201304060010,2013,4,6,23,60,"Iraq"
"1296",201304120002,2013,4,12,4,4,"Mali"
"1297",201304130025,2013,4,13,1,0,"Yemen"
"1298",201304180014,2013,4,18,0,3,"Yemen"
"1299",201304200011,2013,4,20,1,0,"Yemen"
"1300",201304220024,2013,4,22,2,0,"Yemen"
"1301",201304230004,2013,4,23,0,3,"Libya"
"1302",201304230020,2013,4,23,12,12,"Yemen"
"1303",201304240015,2013,4,24,0,0,"Yemen"
"1304",201304250027,2013,4,22,0,0,"Yemen"
"1305",201304270009,2013,4,27,1,0,"Yemen"
"1306",201304270010,2013,4,27,5,NA,"Yemen"
"1307",201304300016,2013,4,30,1,4,"Yemen"
"1308",201304300018,2013,4,30,0,0,"Yemen"
"1309",201305030032,2013,5,3,0,0,"Algeria"
"1310",201305080023,2013,5,8,3,0,"Yemen"
"1311",201305090021,2013,5,9,1,0,"Yemen"
"1312",201305180014,2013,5,17,1,0,"Yemen"
"1313",201305240015,2013,5,24,5,NA,"Yemen"
"1314",201305250007,2013,5,25,2,4,"Yemen"
"1315",201305260004,2013,5,26,1,0,"Yemen"
"1316",201305270010,2013,5,27,1,0,"Yemen"
"1317",201305270057,2013,5,27,0,3,"Yemen"
"1318",201306010001,2013,6,1,1,0,"Yemen"
"1319",201306020009,2013,6,2,1,0,"Yemen"
"1320",201306020010,2013,6,2,0,0,"Yemen"
"1321",201306040006,2013,6,4,1,1,"Mali"
"1322",201306110016,2013,6,11,0,0,"Yemen"
"1323",201307030031,2013,7,3,1,0,"Yemen"
"1324",201307080023,2013,7,8,1,1,"Yemen"
"1325",201307080064,2013,7,11,2,1,"Algeria"
"1326",201307150023,2013,7,15,1,0,"Yemen"
"1327",201307150031,2013,7,15,0,0,"Algeria"
"1328",201307200029,2013,7,19,1,0,"Yemen"
"1329",201307210017,2013,7,21,0,0,"Yemen"
"1330",201307210018,2013,7,21,0,1,"Yemen"
"1331",201307230056,2013,7,23,1,0,"Yemen"
"1332",201307260043,2013,7,26,1,0,"Yemen"
"1333",201308010012,2013,8,1,1,0,"Yemen"
"1334",201308040021,2013,8,4,1,0,"Yemen"
"1335",201308070044,2013,8,7,0,0,"Yemen"
"1336",201308070050,2013,8,7,4,0,"Yemen"
"1337",201308090025,2013,8,9,4,0,"Yemen"
"1338",201308110006,2013,8,11,5,0,"Yemen"
"1339",201308210013,2013,8,21,2,0,"Yemen"
"1340",201308230003,2013,8,23,3,4,"Yemen"
"1341",201308240029,2013,8,24,1,0,"Yemen"
"1342",201308250003,2013,8,25,6,0,"Yemen"
"1343",201308290018,2013,8,29,0,8,"Yemen"
"1344",201308310005,2013,8,31,1,0,"Yemen"
"1345",201309010001,2013,9,1,0,3,"Yemen"
"1346",201309030010,2013,9,3,3,0,"Yemen"
"1347",201309030048,2013,9,3,5,0,"Yemen"
"1348",201309050003,2013,9,5,1,0,"Yemen"
"1349",201309060001,2013,9,6,1,0,"Yemen"
"1350",201309060026,2013,9,6,1,0,"Yemen"
"1351",201309090004,2013,9,9,0,0,"Yemen"
"1352",201309090005,2013,9,9,0,0,"Yemen"
"1353",201309090006,2013,9,9,0,0,"Yemen"
"1354",201309090035,2013,9,9,0,2,"Yemen"
"1355",201309090045,2013,9,9,0,0,"Yemen"
"1356",201309100003,2013,9,10,2,0,"Yemen"
"1357",201309120003,2013,9,12,0,2,"Yemen"
"1358",201309130003,2013,9,13,2,1,"Yemen"
"1359",201309150023,2013,9,15,0,6,"Yemen"
"1360",201309180036,2013,9,18,1,0,"Yemen"
"1361",201309200006,2013,9,20,39,20,"Yemen"
"1362",201309200007,2013,9,20,8,0,"Yemen"
"1363",201309200008,2013,9,20,11,NA,"Yemen"
"1364",201309200009,2013,9,20,1,0,"Yemen"
"1365",201309220031,2013,9,22,8,2,"Yemen"
"1366",201309230002,2013,9,23,1,0,"Yemen"
"1367",201309240008,2013,9,24,1,0,"Yemen"
"1368",201309250008,2013,9,25,2,3,"Yemen"
"1369",201309280001,2013,9,28,1,0,"Yemen"
"1370",201309280007,2013,9,28,4,6,"Mali"
"1371",201309290040,2013,9,29,1,0,"Yemen"
"1372",201309300018,2013,9,30,5,9,"Yemen"
"1373",201310020024,2013,10,2,4,1,"Yemen"
"1374",201310060005,2013,10,6,1,0,"Yemen"
"1375",201310060006,2013,10,6,0,0,"Yemen"
"1376",201310070041,2013,10,7,4,2,"Yemen"
"1377",201310090067,2013,10,9,2,1,"Pakistan"
"1378",201310100019,2013,10,10,1,0,"Yemen"
"1379",201310110013,2013,10,11,1,3,"Yemen"
"1380",201310150027,2013,10,15,3,5,"Yemen"
"1381",201310150030,2013,10,15,1,0,"Yemen"
"1382",201310170035,2013,10,17,1,2,"Yemen"
"1383",201310170036,2013,10,17,0,3,"Yemen"
"1384",201310170037,2013,10,17,8,21,"Yemen"
"1385",201310170038,2013,10,17,0,3,"Yemen"
"1386",201310170039,2013,10,17,NA,NA,"Yemen"
"1387",201310180008,2013,10,18,8,7,"Yemen"
"1388",201310190003,2013,10,19,2,0,"Yemen"
"1389",201310190024,2013,10,19,0,5,"Yemen"
"1390",201310210031,2013,10,21,0,0,"Yemen"
"1391",201310240038,2013,10,24,1,0,"Yemen"
"1392",201310300015,2013,10,30,0,2,"Yemen"
"1393",201310310013,2013,10,31,3,3,"Yemen"
"1394",201311020001,2013,11,2,2,0,"Mali"
"1395",201311020043,2013,11,2,4,2,"Yemen"
"1396",201311030029,2013,11,3,0,1,"Yemen"
"1397",201311040033,2013,11,4,0,0,"Yemen"
"1398",201311040089,2013,11,4,NA,NA,"Yemen"
"1399",201311180023,2013,11,18,8,0,"Yemen"
"1400",201311190054,2013,11,19,0,0,"Yemen"
"1401",201311240013,2013,11,24,4,1,"Yemen"
"1402",201311260011,2013,11,26,1,1,"Yemen"
"1403",201312020034,2013,12,2,9,0,"Yemen"
"1404",201312030008,2013,12,3,0,0,"Yemen"
"1405",201312050016,2013,12,5,68,215,"Yemen"
"1406",201312080009,2013,12,8,1,0,"Yemen"
"1407",201312080024,2013,12,8,1,0,"Yemen"
"1408",201312080029,2013,12,8,0,0,"Yemen"
"1409",201312100005,2013,12,10,2,NA,"Yemen"
"1410",201312210035,2013,12,21,1,2,"Yemen"
"1411",201312210049,2013,12,21,1,3,"Yemen"
"1412",201312260025,2013,12,26,4,3,"Yemen"
"1413",201312270036,2013,12,27,1,0,"Yemen"
"1414",201312310015,2013,12,31,1,7,"Yemen"
"1415",201312310019,2013,12,31,0,0,"Yemen"
"1416",201312310020,2013,12,31,0,0,"Yemen"
"1417",201401020009,2014,1,2,1,0,"Yemen"
"1418",201401120028,2014,1,12,4,0,"Yemen"
"1419",201401140023,2014,1,14,1,0,"Yemen"
"1420",201401160005,2014,1,16,4,8,"Yemen"
"1421",201401160006,2014,1,16,1,0,"Yemen"
"1422",201401160008,2014,1,16,8,10,"Yemen"
"1423",201401260021,2014,1,26,1,0,"Yemen"
"1424",201402030023,2014,2,3,0,1,"Yemen"
"1425",201402050009,2014,2,5,4,3,"Yemen"
"1426",201402050010,2014,2,5,1,0,"Yemen"
"1427",201402060001,2014,2,6,0,0,"Libya"
"1428",201402090023,2014,2,9,1,3,"Yemen"
"1429",201402130016,2014,2,13,13,4,"Yemen"
"1430",201402150024,2014,2,15,0,0,"Yemen"
"1431",201402150090,2014,2,14,0,0,"Yemen"
"1432",201402180011,2014,2,18,2,10,"Yemen"
"1433",201402190026,2014,2,19,1,0,"Yemen"
"1434",201402190083,2014,2,19,0,0,"Yemen"
"1435",201402220016,2014,2,22,1,0,"Yemen"
"1436",201402230023,2014,2,23,2,0,"Yemen"
"1437",201402260016,2014,2,26,0,0,"Yemen"
"1438",201403020020,2014,3,3,1,1,"Yemen"
"1439",201403030012,2014,3,3,3,7,"Yemen"
"1440",201403030013,2014,3,3,3,7,"Yemen"
"1441",201403040021,2014,2,26,4,0,"Yemen"
"1442",201403040027,2014,3,4,2,1,"Yemen"
"1443",201403060015,2014,3,6,1,0,"Yemen"
"1444",201403060029,2014,3,6,1,0,"Yemen"
"1445",201403080060,2014,3,8,6,1,"Yemen"
"1446",201403100004,2014,3,10,0,6,"Yemen"
"1447",201403100055,2014,3,10,0,0,"Yemen"
"1448",201403110007,2014,3,11,0,0,"Yemen"
"1449",201403110008,2014,3,11,0,NA,"Yemen"
"1450",201403160001,2014,3,17,2,0,"Yemen"
"1451",201403160039,2014,3,16,0,4,"Mali"
"1452",201403180007,2014,3,18,2,13,"Yemen"
"1453",201403210082,2014,3,21,4,NA,"Yemen"
"1454",201403240004,2014,3,24,21,1,"Yemen"
"1455",201403250022,2014,3,25,0,0,"Yemen"
"1456",201403260049,2014,3,26,0,1,"Yemen"
"1457",201403260053,2014,3,26,3,0,"Yemen"
"1458",201403300037,2014,3,30,2,0,"Yemen"
"1459",201404010016,2014,4,1,NA,NA,"Yemen"
"1460",201404010017,2014,4,1,4,3,"Yemen"
"1461",201404020003,2014,4,2,11,NA,"Yemen"
"1462",201404040047,2014,4,4,8,11,"Yemen"
"1463",201404070001,2014,4,7,0,0,"Mali"
"1464",201404070002,2014,4,7,0,0,"Mali"
"1465",201404080035,2014,4,8,5,2,"Yemen"
"1466",201404080041,2014,4,8,0,0,"Yemen"
"1467",201404110058,2014,4,11,1,2,"Yemen"
"1468",201404120040,2014,4,12,1,0,"Yemen"
"1469",201404130002,2014,4,12,0,1,"Mali"
"1470",201404130046,2014,4,13,1,3,"Yemen"
"1471",201404130062,2014,4,13,1,0,"Yemen"
"1472",201404150026,2014,4,15,1,0,"Yemen"
"1473",201404170033,2014,4,17,1,0,"Yemen"
"1474",201404170056,2014,4,17,0,0,"Yemen"
"1475",201404190012,2014,4,19,11,5,"Algeria"
"1476",201404210013,2014,4,21,1,0,"Yemen"
"1477",201404210014,2014,4,21,2,0,"Yemen"
"1478",201404210015,2014,4,21,0,2,"Yemen"
"1479",201404220015,2014,4,22,2,0,"Yemen"
"1480",201404240001,2014,4,24,2,2,"Yemen"
"1481",201404240008,2014,4,24,2,0,"Yemen"
"1482",201404240025,2014,4,24,2,0,"Yemen"
"1483",201404290002,2014,4,28,0,1,"Yemen"
"1484",201404290038,2014,4,29,12,8,"Yemen"
"1485",201405010016,2014,5,1,NA,NA,"Yemen"
"1486",201405010018,2014,5,1,10,1,"Yemen"
"1487",201405010037,2014,5,1,8,NA,"Yemen"
"1488",201405020018,2014,5,2,1,0,"Yemen"
"1489",201405020040,2014,5,2,1,0,"Mali"
"1490",201405030019,2014,5,3,1,2,"Yemen"
"1491",201405030048,2014,5,3,NA,NA,"Yemen"
"1492",201405040027,2014,5,4,0,0,"Yemen"
"1493",201405040028,2014,5,4,0,0,"Yemen"
"1494",201405040029,2014,5,4,0,0,"Yemen"
"1495",201405040031,2014,5,4,0,0,"Yemen"
"1496",201405050008,2014,5,5,1,2,"Yemen"
"1497",201405050010,2014,5,5,1,0,"Yemen"
"1498",201405050011,2014,5,5,0,3,"Yemen"
"1499",201405070014,2014,5,7,3,1,"Yemen"
"1500",201405070056,2014,5,7,0,0,"Yemen"
"1501",201405090008,2014,5,9,8,NA,"Yemen"
"1502",201405090009,2014,5,9,NA,NA,"Yemen"
"1503",201405090010,2014,5,9,0,11,"Yemen"
"1504",201405090013,2014,5,9,1,0,"Yemen"
"1505",201405090016,2014,5,9,6,3,"Yemen"
"1506",201405100010,2014,5,10,0,3,"Yemen"
"1507",201405100029,2014,5,10,NA,NA,"Yemen"
"1508",201405110004,2014,5,11,4,1,"Yemen"
"1509",201405110006,2014,5,11,12,15,"Yemen"
"1510",201405120068,2014,5,12,1,0,"Yemen"
"1511",201405140012,2014,5,14,3,2,"Yemen"
"1512",201405140013,2014,5,14,10,NA,"Yemen"
"1513",201405140014,2014,5,14,8,NA,"Yemen"
"1514",201405170054,2014,5,17,7,NA,"Yemen"
"1515",201405190020,2014,5,19,2,2,"Yemen"
"1516",201405210028,2014,5,21,1,0,"Yemen"
"1517",201405210053,2014,5,21,5,0,"Yemen"
"1518",201405220002,2014,5,22,4,2,"Yemen"
"1519",201405220016,2014,5,23,4,3,"Yemen"
"1520",201405220023,2014,5,22,1,0,"Yemen"
"1521",201405220031,2014,5,22,4,NA,"Yemen"
"1522",201405220085,2014,5,22,5,0,"Yemen"
"1523",201405240124,2014,5,24,3,4,"Yemen"
"1524",201405240157,2014,5,24,3,4,"Yemen"
"1525",201405240158,2014,5,24,3,4,"Yemen"
"1526",201405240159,2014,5,24,3,4,"Yemen"
"1527",201405240160,2014,5,24,3,4,"Yemen"
"1528",201405240161,2014,5,24,3,4,"Yemen"
"1529",201405240162,2014,5,24,3,4,"Yemen"
"1530",201405240163,2014,5,24,4,3,"Yemen"
"1531",201405250031,2014,5,25,2,NA,"Yemen"
"1532",201405260022,2014,5,26,0,0,"Yemen"
"1533",201405270015,2014,5,27,4,1,"Tunisia"
"1534",201405290025,2014,5,29,2,0,"Yemen"
"1535",201405310013,2014,5,31,1,0,"Yemen"
"1536",201406050026,2014,6,5,11,5,"Yemen"
"1537",201406070020,2014,6,7,2,0,"Yemen"
"1538",201406080049,2014,6,8,1,1,"Yemen"
"1539",201406100025,2014,6,10,NA,NA,"Yemen"
"1540",201406100038,2014,6,10,1,0,"Yemen"
"1541",201406100039,2014,6,10,0,0,"Yemen"
"1542",201406100073,2014,6,10,0,0,"Yemen"
"1543",201406100074,2014,6,10,0,0,"Yemen"
"1544",201406100075,2014,6,10,0,0,"Yemen"
"1545",201406110068,2014,6,11,0,0,"Yemen"
"1546",201406140020,2014,6,14,6,10,"Yemen"
"1547",201406140021,2014,6,14,0,1,"Yemen"
"1548",201406150015,2014,6,15,8,12,"Yemen"
"1549",201406180028,2014,6,18,1,0,"Yemen"
"1550",201406210001,2014,6,19,NA,NA,"Yemen"
"1551",201406210005,2014,6,21,1,0,"Yemen"
"1552",201406210027,2014,6,21,1,0,"Yemen"
"1553",201406210028,2014,6,21,1,0,"Yemen"
"1554",201406210040,2014,6,21,1,2,"Algeria"
"1555",201406220009,2014,6,22,1,0,"Yemen"
"1556",201406250035,2014,6,25,1,0,"Yemen"
"1557",201406260015,2014,6,26,3,12,"Yemen"
"1558",201406260016,2014,6,26,9,NA,"Yemen"
"1559",201406260017,2014,6,26,0,0,"Yemen"
"1560",201406270044,2014,6,26,9,8,"Yemen"
"1561",201406280034,2014,6,28,5,3,"Yemen"
"1562",201406300020,2014,6,30,1,6,"Mali"
"1563",201406300065,2014,6,30,2,0,"Yemen"
"1564",201407020026,2014,7,2,1,0,"Yemen"
"1565",201407020050,2014,7,4,1,1,"Yemen"
"1566",201407030065,2014,7,3,2,3,"Yemen"
"1567",201407030066,2014,7,3,0,0,"Yemen"
"1568",201407040051,2014,7,4,6,1,"Saudi Arabia"
"1569",201407050010,2014,7,5,3,0,"Saudi Arabia"
"1570",201407050011,2014,7,5,1,4,"Yemen"
