"","eventid","iyear","imonth","iday","nkill","nwound","country_txt","gname","gsubname","gname2","gsubname2"
"273",200712260003,2007,12,26,2,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","Group of Sermons and Struggle",NA,NA
"274",200712260005,2007,12,26,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","Group of Sermons and Struggle",NA,NA
"275",200712260006,2007,12,26,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","Group of Sermons and Struggle",NA,NA
"276",200712260007,2007,12,26,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","Group of Sermons and Struggle",NA,NA
"277",200712270001,2007,12,27,20,100,"Pakistan","Al-Qaida",NA,"Lashkar-e-Jhangvi",NA
"278",200801010011,2008,1,1,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"279",200801020002,2008,1,2,8,22,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"280",200801020010,2008,1,2,5,20,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"281",200801060012,2008,1,6,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"282",200801300007,2008,1,30,1,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"283",200802010002,2008,2,1,90,130,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"284",200802010003,2008,2,1,7,15,"Pakistan","Al-Qaida",NA,NA,NA
"285",200802110002,2008,2,11,11,20,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"286",200802160004,2008,2,16,3,3,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"287",200802220008,2008,2,22,0,0,"Tunisia","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"288",200803020011,2008,3,2,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"289",200803030010,2008,3,3,1,7,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"290",200803060005,2008,3,6,56,130,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"291",200803110011,2008,3,11,27,200,"Pakistan","Al-Qaida",NA,NA,NA
"292",200803120001,2008,3,12,5,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"293",200803130003,2008,3,13,4,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"294",200803130005,2008,3,13,5,9,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"295",200803150001,2008,3,15,1,10,"Pakistan","Al-Qaida",NA,"Taliban",NA
"296",200803160026,2008,3,16,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"297",200803180007,2008,3,18,2,19,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"298",200804020004,2008,4,2,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"299",200804020012,2008,4,2,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"300",200804020029,2008,4,2,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"301",200804050040,2008,4,5,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"302",200804060002,2008,4,6,0,0,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"303",200804070001,2008,4,7,4,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"304",200804080005,2008,4,8,7,11,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"305",200804080019,2008,4,8,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"306",200804080023,2008,4,8,6,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"307",200804130013,2008,4,13,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"308",200804130028,2008,4,13,1,4,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"309",200804140010,2008,4,14,4,17,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"310",200804140022,2008,4,14,0,0,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"311",200804150011,2008,4,15,14,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"312",200804150012,2008,4,15,42,80,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"313",200804230021,2008,4,23,0,0,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"314",200804240016,2008,4,24,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"315",200805010003,2008,5,1,36,66,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"316",200805020003,2008,5,2,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"317",200805110001,2008,5,11,9,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"318",200805120005,2008,5,12,3,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"319",200805130029,2008,5,13,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"320",200805160024,2008,5,16,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","El Arkam",NA,NA
"321",200805200009,2008,5,20,2,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"322",200805300042,2008,5,30,0,0,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"323",200805310018,2008,5,31,1,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","El Houra katibat",NA,NA
"324",200806050003,2008,6,5,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"325",200806050021,2008,6,5,1,6,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"326",200806080003,2008,6,8,5,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"327",200806080006,2008,6,8,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"328",200806080018,2008,6,8,10,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"329",200806080019,2008,6,8,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"330",200806120007,2008,6,12,4,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"331",200806170006,2008,6,17,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"332",200806170024,2008,6,17,3,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"333",200806260028,2008,6,26,0,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"334",200806270020,2008,6,27,2,5,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"335",200807070042,2008,7,7,2,5,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"336",200807090016,2008,7,9,6,2,"Turkey","Al-Qaida",NA,NA,NA
"337",200807110026,2008,7,11,0,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"338",200807170027,2008,7,17,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","AQLIM faction led by emir El Kazouit",NA,NA
"339",200807210008,2008,7,21,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"340",200807230001,2008,7,23,1,13,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"341",200807270040,2008,7,27,7,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"342",200807280009,2008,7,28,24,61,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"343",200807280012,2008,7,28,8,21,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"344",200808030013,2008,8,3,1,25,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"345",200808090001,2008,8,9,9,19,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"346",200808140048,2008,8,14,0,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"347",200808140049,2008,8,14,3,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"348",200808190031,2008,8,19,44,45,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"349",200808200012,2008,8,20,12,15,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"350",200808200025,2008,8,20,3,10,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"351",200808230005,2008,8,23,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"352",200808290017,2008,8,27,7,14,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"353",200809140011,2008,9,14,0,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"354",200809150006,2008,9,15,12,0,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"355",200809170002,2008,9,17,16,6,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"356",200809220004,2008,9,22,2,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"357",200809220041,2008,9,22,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"358",200809260001,2008,9,26,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"359",200809270016,2008,9,27,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"360",200809280014,2008,9,28,12,35,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"361",200809280015,2008,9,28,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"362",200809280016,2008,9,28,8,25,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"363",200809280022,2008,9,28,8,25,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"364",200809280027,2008,9,28,4,5,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"365",200809300011,2008,9,30,6,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"366",200810050004,2008,10,5,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"367",200810060011,2008,10,6,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"368",200810130005,2008,10,13,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"369",200810200004,2008,10,20,1,1,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"370",200811050015,2008,11,5,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"371",200811080005,2008,11,8,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"372",200811100001,2008,11,10,32,71,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"373",200811100005,2008,11,10,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"374",200811100009,2008,11,10,0,NA,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"375",200812140030,2008,12,14,0,0,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"376",200812210006,2008,12,20,3,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"377",200901030004,2009,1,3,0,0,"Iraq","Al-Qaida in Iraq","Ashbal Al Qaeda",NA,NA
"378",200901160005,2009,1,16,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"379",200901220003,2009,1,22,1,0,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"380",200902120017,2009,2,12,7,NA,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"381",200902220021,2009,2,22,9,3,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"382",200903100010,2009,3,10,34,46,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"383",200903130004,2009,3,13,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"384",200903140001,2009,3,14,1,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"385",200903150003,2009,3,15,7,5,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"386",200903150031,2009,3,15,4,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"387",200903160016,2009,3,16,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"388",200903180003,2009,3,18,1,NA,"Yemen","Al-Qaida in Yemen",NA,NA,NA
"389",200903190004,2009,3,19,1,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"390",200903230002,2009,3,23,16,30,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"391",200903250034,2009,3,24,2,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"392",200903260005,2009,3,26,1,NA,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"393",200904060003,2009,4,6,6,16,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"394",200904060004,2009,4,6,10,65,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"395",200904060005,2009,4,6,2,4,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"396",200904060006,2009,4,6,4,20,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"397",200904060007,2009,4,6,12,25,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"398",200904060008,2009,4,6,12,25,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"399",200904060024,2009,4,6,12,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"400",200904080003,2009,4,8,7,23,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"401",200904090026,2009,4,9,0,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"402",200904140002,2009,4,14,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"403",200905020021,2009,5,2,2,1,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"404",200905140020,2009,5,14,0,3,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"405",200906020007,2009,6,2,10,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"406",200906030001,2008,12,14,0,0,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"407",200906100014,2009,6,10,1,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"408",200906170024,2009,6,17,19,8,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"409",200906220009,2009,6,22,5,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"410",200906230007,2009,6,23,1,0,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"411",200907030010,2009,7,3,28,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"412",200907050019,2009,7,5,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"413",200907210015,2009,7,20,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"414",200907280006,2009,7,26,2,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"415",200908080008,2009,8,8,1,3,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"416",200908180018,2009,8,18,43,38,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"417",200908270006,2009,8,27,1,1,"Saudi Arabia","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"418",200909210009,2009,9,20,0,5,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"419",200910150001,2009,10,15,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"420",200910220014,2009,10,22,7,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"421",200910220018,2009,10,22,0,2,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"422",200910300012,2009,10,30,0,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"423",200911030003,2009,11,3,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"424",200911170011,2009,11,17,2,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"425",200911250008,2009,11,25,0,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"426",200911290015,2009,11,29,0,1,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"427",200912030024,2009,12,3,6,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"428",200912080008,2009,12,8,26,100,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"429",200912080009,2009,12,8,26,100,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"430",200912080010,2009,12,8,26,100,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"431",200912080011,2009,12,8,27,100,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"432",200912080012,2009,12,8,27,100,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"433",200912180002,2009,12,18,0,0,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"434",200912210017,2009,12,21,2,8,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"435",200912250024,2009,12,25,0,2,"United States","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"436",200912300005,2009,12,30,4,0,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"437",201001190011,2010,1,0,0,0,"Pakistan","Al-Qaida",NA,NA,NA
"438",201004210003,2010,4,21,1,0,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"439",201004230001,2010,4,23,3,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"440",201004230002,2010,4,23,5,14,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"441",201004230003,2010,4,23,6,10,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"442",201004230004,2010,4,23,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"443",201004230005,2010,4,23,0,5,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"444",201004230008,2010,4,23,20,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"445",201004230009,2010,4,23,19,28,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"446",201004230010,2010,4,23,0,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"447",201004260007,2010,4,26,1,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"448",201005100002,2010,5,10,12,100,"Iraq","Al-Qaida in Iraq",NA,"Islamic State of Iraq (ISI)",NA
"449",201005100003,2010,5,10,6,62,"Iraq","Al-Qaida in Iraq",NA,"Islamic State of Iraq (ISI)",NA
"450",201005100035,2010,5,10,43,157,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"451",201005190028,2010,5,19,2,18,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"452",201006120023,2010,6,12,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"453",201006190009,2010,6,19,13,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"454",201006300004,2010,6,30,11,NA,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"455",201007010007,2010,7,1,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"456",201007070002,2010,7,7,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"457",201007070003,2010,7,7,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"458",201007070004,2010,7,7,1,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"459",201007070005,2010,7,7,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"460",201007070006,2010,7,7,0,3,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"461",201007140006,2010,7,14,4,13,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"462",201007140007,2010,7,14,2,6,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"463",201007140008,2010,7,14,3,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"464",201007180010,2010,7,18,43,41,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"465",201007180011,2010,7,18,5,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"466",201007220006,2010,7,22,5,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"467",201007250009,2010,7,25,9,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"468",201007250013,2010,7,25,2,8,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"469",201007260014,2010,7,26,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"470",201007290005,2010,7,29,8,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"471",201007290006,2010,7,29,8,7,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"472",201008030011,2010,8,3,1,8,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"473",201008050014,2010,8,5,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"474",201008060002,2010,8,6,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"475",201008070005,2010,8,0,2,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"476",201008100009,2010,8,10,1,0,"Mali","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"477",201008130003,2010,8,13,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"478",201008160010,2010,8,16,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"479",201008190005,2010,8,19,3,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"480",201008190013,2010,8,19,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"481",201008220018,2010,8,22,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"482",201008230004,2010,8,23,13,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"483",201008240018,2010,8,0,1,0,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"484",201008250010,2010,8,25,1,0,"Mauritania","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"485",201008260012,2010,8,26,0,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"486",201009010023,2010,9,1,3,9,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"487",201009030012,2010,9,3,1,1,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"488",201009050022,2010,9,5,3,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"489",201009090027,2010,9,9,3,4,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"490",201009110008,2010,9,11,0,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"491",201009110011,2010,9,11,0,2,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"492",201009130001,2010,9,13,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,"Al-Shabaab al-Mu'minin",NA
"493",201009160002,2010,9,16,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"494",201009160020,2010,9,16,0,0,"Niger","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"495",201009180001,2010,9,18,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"496",201009190029,2010,9,19,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"497",201009190030,2010,9,19,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"498",201009200001,2010,9,20,1,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"499",201009220026,2010,9,22,6,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"500",201009250001,2010,9,25,2,10,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"501",201009250003,2010,9,25,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"502",201009290002,2010,9,29,3,5,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"503",201009290011,2010,9,29,1,2,"Iraq","Al-Qaida Kurdish Battalions (AQKB)",NA,NA,NA
"504",201010020014,2010,10,2,5,10,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)",NA,NA,NA
"505",201010080008,2010,10,8,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"506",201010080009,2010,10,8,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"507",201010110002,2010,10,11,2,12,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"508",201010140017,2010,10,14,0,3,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"509",201010140018,2010,10,14,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"510",201010160004,2010,10,16,2,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"511",201010180007,2010,10,18,3,2,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"512",201010220020,2010,10,22,1,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"513",201010250019,2010,10,26,1,4,"Algeria","Al-Qaida in the Islamic Maghreb (AQIM)","El Arkam",NA,NA
"514",201010290009,2010,10,29,0,0,"United Kingdom","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"515",201010290010,2010,10,29,0,0,"United Arab Emirates","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"516",201011020005,2010,11,2,0,0,"Yemen","Al-Qaida in the Arabian Peninsula (AQAP)",NA,NA,NA
"517",201011020020,2010,11,2,21,0,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"518",201011020021,2010,11,2,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"519",201011020022,2010,11,2,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"520",201011020023,2010,11,2,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"521",201011020024,2010,11,2,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"522",201011020025,2010,11,2,2,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"523",201011020027,2010,11,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"524",201011020028,2010,11,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"525",201011020029,2010,11,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"526",201011020030,2010,11,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"527",201011020031,2010,11,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"528",201011020032,2010,11,2,1,6,"Iraq","Al-Qaida in Iraq",NA,NA,NA
"529",201011020033,2010,11,2,1,1,"Iraq","Al-Qaida in Iraq",NA,NA,NA
